Czech Republic,2022,12.16
Czech Republic,2021,11.30
Czech Republic,2020,10.40
Czech Republic,2019,14.87
Czech Republic,2018,19.33
Czech Republic,2017,12.43
Czech Republic,2016,15.65
Czech Republic,2015,11.98
Czech Republic,2014,10.24
Czech Republic,2013,9.47
Czech Republic,2012,19.13
Czech Republic,2011,9.60
Czech Republic,2010,5.28
Czech Republic,2009,3.60
Czech Republic,2008,2.51
Czech Republic,2007,3.19
Czech Republic,2006,1.46
Czech Republic,2005,1.63
Czech Republic,2004,0.56
Czech Republic,2003,0.36
Czech Republic,2002,0.40
