Saudi Arabia,2022,0.06
Saudi Arabia,2021,0.01
Saudi Arabia,2020,0.00
Saudi Arabia,2019,0.00
Saudi Arabia,2018,0.00
Saudi Arabia,2017,0.01
Saudi Arabia,2016,0.00
Saudi Arabia,2015,0.02
Saudi Arabia,2014,0.01
Saudi Arabia,2013,0.01
Saudi Arabia,2012,0.00
Saudi Arabia,2011,0.02
Saudi Arabia,2010,0.00
Saudi Arabia,2009,0.40
Saudi Arabia,2008,0.02
Saudi Arabia,2007,0.08
Saudi Arabia,2006,0.00
Saudi Arabia,2005,0.00
Saudi Arabia,2004,0.00
Saudi Arabia,2003,0.00
Saudi Arabia,2002,0.00
