Solomon Islands,2022,0.00
Solomon Islands,2021,0.00
Solomon Islands,2020,0.00
Solomon Islands,2019,0.00
Solomon Islands,2018,0.00
Solomon Islands,2017,0.00
Solomon Islands,2016,0.00
Solomon Islands,2015,0.00
Solomon Islands,2014,0.00
Solomon Islands,2013,0.00
Solomon Islands,2012,0.00
Solomon Islands,2011,0.00
Solomon Islands,2010,0.00
Solomon Islands,2009,0.00
Solomon Islands,2008,0.00
Solomon Islands,2007,0.00
Solomon Islands,2006,0.00
Solomon Islands,2005,0.00
Solomon Islands,2004,0.00
Solomon Islands,2003,0.00
Solomon Islands,2002,0.00
