Turkmenistan,2022,0.00
Turkmenistan,2021,0.00
Turkmenistan,2020,0.00
Turkmenistan,2019,0.00
Turkmenistan,2018,0.00
Turkmenistan,2017,0.00
Turkmenistan,2016,0.00
Turkmenistan,2015,0.00
Turkmenistan,2014,0.01
Turkmenistan,2013,0.00
Turkmenistan,2012,0.00
Turkmenistan,2011,0.00
Turkmenistan,2010,0.00
Turkmenistan,2009,0.00
Turkmenistan,2008,0.00
Turkmenistan,2007,0.00
Turkmenistan,2006,0.00
Turkmenistan,2005,0.01
Turkmenistan,2004,0.00
Turkmenistan,2003,0.00
Turkmenistan,2002,0.00
