Vatican City,2022,0.23
Vatican City,2021,0.12
Vatican City,2020,0.08
Vatican City,2019,0.42
Vatican City,2018,0.51
Vatican City,2017,0.41
Vatican City,2016,0.52
Vatican City,2015,0.38
Vatican City,2014,5.76
Vatican City,2013,1.80
Vatican City,2012,0.67
Vatican City,2011,0.95
Vatican City,2010,2.28
Vatican City,2009,1.38
Vatican City,2008,0.94
Vatican City,2007,0.39
Vatican City,2006,0.22
Vatican City,2005,0.19
Vatican City,2004,0.08
Vatican City,2003,0.01
Vatican City,2002,0.06
